Week_of_Year,Date,Board_Number,Site_Type,Board_Type,Species,Count,Daily_Precipitation,Weekly_Precipitation,Maximum_Temperature
39,9/29/20,25,Mature Forest,Artificial,NA,0,1.778,1.778,24.44444444
39,9/29/20,26,Mature Forest,Artificial,RB,1,1.778,1.778,24.44444444
39,9/29/20,27,Mature Forest,Artificial,NA,0,1.778,1.778,24.44444444
39,9/29/20,28,Mature Forest,Artificial,RB,1,1.778,1.778,24.44444444
39,9/29/20,29,Mature Forest,Artificial,RB,1,1.778,1.778,24.44444444
39,9/29/20,30,Mature Forest,Artificial,NA,0,1.778,1.778,24.44444444
39,9/29/20,31,Transitional Forest,Artificial,NA,0,1.778,1.778,24.44444444
39,9/29/20,32,Transitional Forest,Artificial,RB,1,1.778,1.778,24.44444444
39,9/29/20,33,Transitional Forest,Artificial,RB,1,1.778,1.778,24.44444444
39,9/29/20,34,Transitional Forest,Artificial,NA,0,1.778,1.778,24.44444444
39,9/29/20,35,Transitional Forest,Artificial,NA,0,1.778,1.778,24.44444444
39,9/29/20,36,Transitional Forest,Artificial,NA,0,1.778,1.778,24.44444444
39,9/29/20,37,Transitional Forest,Artificial,RB,1,1.778,1.778,24.44444444
39,9/29/20,38,Transitional Forest,Artificial,RB,1,1.778,1.778,24.44444444
39,9/29/20,39,Transitional Forest,Artificial,NA,0,1.778,1.778,24.44444444
39,9/29/20,40,Transitional Forest,Artificial,NA,0,1.778,1.778,24.44444444
40,10/6/20,1,Mature Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,2,Mature Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,3,Mature Forest,Natural,NA,0,0,1.397,14.44444444
40,10/6/20,4,Mature Forest,Natural,NA,0,0,1.397,14.44444444
40,10/6/20,5,Mature Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,5,Mature Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,6,Mature Forest,Natural,NA,0,0,1.397,14.44444444
40,10/6/20,7,Mature Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,8,Mature Forest,Natural,NA,0,0,1.397,14.44444444
40,10/6/20,9,Mature Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,9,Mature Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,10,Mature Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,10,Mature Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,11,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,12,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,12,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,13,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,14,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,14,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,15,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,15,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,16,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,16,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,17,Transitional Forest,Natural,FT,1,0,1.397,14.44444444
40,10/6/20,17,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,17,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,17,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,17,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,18,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,19,Transitional Forest,Natural,NA,0,0,1.397,14.44444444
40,10/6/20,20,Transitional Forest,Natural,RB,1,0,1.397,14.44444444
40,10/6/20,21,Mature Forest,Artificial,NA,0,0,1.397,14.44444444
40,10/6/20,22,Mature Forest,Artificial,RB,1,0,1.397,14.44444444
40,10/6/20,23,Mature Forest,Artificial,NA,0,0,1.397,14.44444444
40,10/6/20,24,Mature Forest,Artificial,NA,0,0,1.397,14.44444444
40,10/6/20,25,Mature Forest,Artificial,NA,0,0,1.397,14.44444444
40,10/6/20,26,Mature Forest,Artificial,RB,1,0,1.397,14.44444444
40,10/6/20,27,Mature Forest,Artificial,RB,1,0,1.397,14.44444444
40,10/6/20,28,Mature Forest,Artificial,RB,1,0,1.397,14.44444444
40,10/6/20,29,Mature Forest,Artificial,NA,0,0,1.397,14.44444444
40,10/6/20,30,Mature Forest,Artificial,RB,1,0,1.397,14.44444444
40,10/6/20,31,Transitional Forest,Artificial,NA,0,0,1.397,14.44444444
40,10/6/20,32,Transitional Forest,Artificial,RB,1,0,1.397,14.44444444
40,10/6/20,33,Transitional Forest,Artificial,NA,0,0,1.397,14.44444444
40,10/6/20,34,Transitional Forest,Artificial,RB,1,0,1.397,14.44444444
40,10/6/20,35,Transitional Forest,Artificial,NA,0,0,1.397,14.44444444
40,10/6/20,36,Transitional Forest,Artificial,RB,1,0,1.397,14.44444444
40,10/6/20,37,Transitional Forest,Artificial,RB,1,0,1.397,14.44444444
40,10/6/20,38,Transitional Forest,Artificial,NA,0,0,1.397,14.44444444
40,10/6/20,39,Transitional Forest,Artificial,RB,1,0,1.397,14.44444444
40,10/6/20,40,Transitional Forest,Artificial,RB,1,0,1.397,14.44444444
41,10/13/20,1,Mature Forest,Natural,RB,1,0,0,19.44444444
41,10/13/20,2,Mature Forest,Natural,NA,0,0,0,19.44444444
41,10/13/20,3,Mature Forest,Natural,NA,0,0,0,19.44444444
41,10/13/20,4,Mature Forest,Natural,NA,0,0,0,19.44444444
41,10/13/20,5,Mature Forest,Natural,RB,1,0,0,19.44444444
41,10/13/20,6,Mature Forest,Natural,NA,0,0,0,19.44444444
41,10/13/20,7,Mature Forest,Natural,RB,1,0,0,19.44444444
41,10/13/20,8,Mature Forest,Natural,RB,1,0,0,19.44444444
41,10/13/20,9,Mature Forest,Natural,NA,0,0,0,19.44444444
41,10/13/20,10,Mature Forest,Natural,RB,1,0,0,19.44444444
41,10/13/20,11,Transitional Forest,Natural,NA,0,0,0,19.44444444
41,10/13/20,12,Transitional Forest,Natural,RB,1,0,0,19.44444444
41,10/13/20,13,Transitional Forest,Natural,RB,1,0,0,19.44444444
41,10/13/20,13,Transitional Forest,Natural,RB,1,0,0,19.44444444
41,10/13/20,14,Transitional Forest,Natural,NA,0,0,0,19.44444444
41,10/13/20,15,Transitional Forest,Natural,NA,0,0,0,19.44444444
41,10/13/20,16,Transitional Forest,Natural,NA,0,0,0,19.44444444
41,10/13/20,17,Transitional Forest,Natural,RB,1,0,0,19.44444444
41,10/13/20,18,Transitional Forest,Natural,NA,0,0,0,19.44444444
41,10/13/20,19,Transitional Forest,Natural,NA,0,0,0,19.44444444
41,10/13/20,20,Transitional Forest,Natural,NA,0,0,0,19.44444444
41,10/13/20,21,Mature Forest,Artificial,RB,1,0,0,19.44444444
41,10/13/20,22,Mature Forest,Artificial,RB,1,0,0,19.44444444
41,10/13/20,23,Mature Forest,Artificial,NA,0,0,0,19.44444444
41,10/13/20,24,Mature Forest,Artificial,NA,0,0,0,19.44444444
41,10/13/20,25,Mature Forest,Artificial,RB,1,0,0,19.44444444
41,10/13/20,25,Mature Forest,Artificial,RB,1,0,0,19.44444444
41,10/13/20,26,Mature Forest,Artificial,RB,1,0,0,19.44444444
41,10/13/20,27,Mature Forest,Artificial,RB,1,0,0,19.44444444
41,10/13/20,28,Mature Forest,Artificial,NA,0,0,0,19.44444444
41,10/13/20,29,Mature Forest,Artificial,NA,0,0,0,19.44444444
41,10/13/20,30,Mature Forest,Artificial,NA,0,0,0,19.44444444
41,10/13/20,31,Transitional Forest,Artificial,RB,1,0,0,19.44444444
41,10/13/20,32,Transitional Forest,Artificial,RB,1,0,0,19.44444444
41,10/13/20,33,Transitional Forest,Artificial,RB,1,0,0,19.44444444
41,10/13/20,34,Transitional Forest,Artificial,NA,0,0,0,19.44444444
41,10/13/20,35,Transitional Forest,Artificial,NA,0,0,0,19.44444444
41,10/13/20,36,Transitional Forest,Artificial,NA,0,0,0,19.44444444
41,10/13/20,37,Transitional Forest,Artificial,NA,0,0,0,19.44444444
41,10/13/20,38,Transitional Forest,Artificial,NA,0,0,0,19.44444444
41,10/13/20,39,Transitional Forest,Artificial,RB,1,0,0,19.44444444
41,10/13/20,40,Transitional Forest,Artificial,NA,0,0,0,19.44444444
42,10/20/20,1,Mature Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,2,Mature Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,3,Mature Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,4,Mature Forest,Natural,RB,1,0.762,2.8194,11.66666667
42,10/20/20,5,Mature Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,6,Mature Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,7,Mature Forest,Natural,RB,1,0.762,2.8194,11.66666667
42,10/20/20,8,Mature Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,9,Mature Forest,Natural,RB,1,0.762,2.8194,11.66666667
42,10/20/20,10,Mature Forest,Natural,RB,1,0.762,2.8194,11.66666667
42,10/20/20,11,Transitional Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,12,Transitional Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,13,Transitional Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,14,Transitional Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,15,Transitional Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,16,Transitional Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,17,Transitional Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,18,Transitional Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,19,Transitional Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,20,Transitional Forest,Natural,NA,0,0.762,2.8194,11.66666667
42,10/20/20,21,Mature Forest,Artificial,RB,1,0.762,2.8194,11.66666667
42,10/20/20,22,Mature Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,23,Mature Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,24,Mature Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,25,Mature Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,26,Mature Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,27,Mature Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,28,Mature Forest,Artificial,RB,1,0.762,2.8194,11.66666667
42,10/20/20,29,Mature Forest,Artificial,RB,1,0.762,2.8194,11.66666667
42,10/20/20,30,Mature Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,31,Transitional Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,32,Transitional Forest,Artificial,RB,1,0.762,2.8194,11.66666667
42,10/20/20,33,Transitional Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,34,Transitional Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,35,Transitional Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,36,Transitional Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,37,Transitional Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,38,Transitional Forest,Artificial,NA,0,0.762,2.8194,11.66666667
42,10/20/20,39,Transitional Forest,Artificial,RB,1,0.762,2.8194,11.66666667
42,10/20/20,40,Transitional Forest,Artificial,NA,0,0.762,2.8194,11.66666667
43,10/27/20,1,Mature Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,2,Mature Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,3,Mature Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,4,Mature Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,5,Mature Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,6,Mature Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,7,Mature Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,8,Mature Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,9,Mature Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,10,Mature Forest,Natural,RB,1,0.1524,4.8768,8.888888889
43,10/27/20,11,Transitional Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,12,Transitional Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,13,Transitional Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,14,Transitional Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,15,Transitional Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,16,Transitional Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,17,Transitional Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,18,Transitional Forest,Natural,RB,1,0.1524,4.8768,8.888888889
43,10/27/20,19,Transitional Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,20,Transitional Forest,Natural,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,21,Mature Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,22,Mature Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,23,Mature Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,24,Mature Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,25,Mature Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,26,Mature Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,27,Mature Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,28,Mature Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,29,Mature Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,30,Mature Forest,Artificial,RB,1,0.1524,4.8768,8.888888889
43,10/27/20,31,Transitional Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,32,Transitional Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,33,Transitional Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,34,Transitional Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,35,Transitional Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,36,Transitional Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,37,Transitional Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,38,Transitional Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,39,Transitional Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
43,10/27/20,40,Transitional Forest,Artificial,NA,0,0.1524,4.8768,8.888888889
44,11/3/20,1,Mature Forest,Natural,NA,0,0,2.54,5
44,11/3/20,2,Mature Forest,Natural,NA,0,0,2.54,5
44,11/3/20,3,Mature Forest,Natural,NA,0,0,2.54,5
44,11/3/20,4,Mature Forest,Natural,NA,0,0,2.54,5
44,11/3/20,5,Mature Forest,Natural,NA,0,0,2.54,5
44,11/3/20,6,Mature Forest,Natural,NA,0,0,2.54,5
44,11/3/20,7,Mature Forest,Natural,NA,0,0,2.54,5
44,11/3/20,8,Mature Forest,Natural,NA,0,0,2.54,5
44,11/3/20,9,Mature Forest,Natural,NA,0,0,2.54,5
44,11/3/20,10,Mature Forest,Natural,RB,1,0,2.54,5
44,11/3/20,11,Transitional Forest,Natural,NA,0,0,2.54,5
44,11/3/20,12,Transitional Forest,Natural,NA,0,0,2.54,5
44,11/3/20,13,Transitional Forest,Natural,NA,0,0,2.54,5
44,11/3/20,14,Transitional Forest,Natural,NA,0,0,2.54,5
44,11/3/20,15,Transitional Forest,Natural,NA,0,0,2.54,5
44,11/3/20,16,Transitional Forest,Natural,NA,0,0,2.54,5
44,11/3/20,17,Transitional Forest,Natural,NA,0,0,2.54,5
44,11/3/20,18,Transitional Forest,Natural,NA,0,0,2.54,5
44,11/3/20,19,Transitional Forest,Natural,NA,0,0,2.54,5
44,11/3/20,20,Transitional Forest,Natural,NA,0,0,2.54,5
44,11/3/20,21,Mature Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,22,Mature Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,23,Mature Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,24,Mature Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,25,Mature Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,26,Mature Forest,Artificial,RB,1,0,2.54,5
44,11/3/20,27,Mature Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,28,Mature Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,29,Mature Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,30,Mature Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,31,Transitional Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,32,Transitional Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,33,Transitional Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,34,Transitional Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,35,Transitional Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,36,Transitional Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,37,Transitional Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,38,Transitional Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,39,Transitional Forest,Artificial,NA,0,0,2.54,5
44,11/3/20,40,Transitional Forest,Artificial,NA,0,0,2.54,5
45,11/10/20,1,Mature Forest,Natural,RB,1,0,0,23.88888889
45,11/10/20,2,Mature Forest,Natural,NA,0,0,0,23.88888889
45,11/10/20,3,Mature Forest,Natural,NA,0,0,0,23.88888889
45,11/10/20,4,Mature Forest,Natural,NA,0,0,0,23.88888889
45,11/10/20,5,Mature Forest,Natural,RB,1,0,0,23.88888889
45,11/10/20,6,Mature Forest,Natural,RB,1,0,0,23.88888889
45,11/10/20,6,Mature Forest,Natural,RB,1,0,0,23.88888889
45,11/10/20,7,Mature Forest,Natural,RB,1,0,0,23.88888889
45,11/10/20,8,Mature Forest,Natural,NA,0,0,0,23.88888889
45,11/10/20,9,Mature Forest,Natural,NA,0,0,0,23.88888889
45,11/10/20,10,Mature Forest,Natural,RB,1,0,0,23.88888889
45,11/10/20,11,Transitional Forest,Natural,NA,0,0,0,23.88888889
45,11/10/20,12,Transitional Forest,Natural,NA,0,0,0,23.88888889
45,11/10/20,13,Transitional Forest,Natural,NA,0,0,0,23.88888889
45,11/10/20,14,Transitional Forest,Natural,RB,1,0,0,23.88888889
45,11/10/20,15,Transitional Forest,Natural,NA,0,0,0,23.88888889
45,11/10/20,16,Transitional Forest,Natural,NA,0,0,0,23.88888889
45,11/10/20,17,Transitional Forest,Natural,NA,0,0,0,23.88888889
45,11/10/20,18,Transitional Forest,Natural,RB,1,0,0,23.88888889
45,11/10/20,19,Transitional Forest,Natural,RB,1,0,0,23.88888889
45,11/10/20,20,Transitional Forest,Natural,NA,0,0,0,23.88888889
45,11/10/20,21,Mature Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,22,Mature Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,23,Mature Forest,Artificial,RB,1,0,0,23.88888889
45,11/10/20,24,Mature Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,25,Mature Forest,Artificial,RB,1,0,0,23.88888889
45,11/10/20,26,Mature Forest,Artificial,RB,1,0,0,23.88888889
45,11/10/20,26,Mature Forest,Artificial,RB,1,0,0,23.88888889
45,11/10/20,27,Mature Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,28,Mature Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,29,Mature Forest,Artificial,RB,1,0,0,23.88888889
45,11/10/20,30,Mature Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,31,Transitional Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,32,Transitional Forest,Artificial,RB,1,0,0,23.88888889
45,11/10/20,33,Transitional Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,34,Transitional Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,35,Transitional Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,36,Transitional Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,37,Transitional Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,38,Transitional Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,39,Transitional Forest,Artificial,NA,0,0,0,23.88888889
45,11/10/20,40,Transitional Forest,Artificial,NA,0,0,0,23.88888889
36,9/9/21,1,Mature Forest,Natural,RB,1,0,0.4318,25
36,9/9/21,2,Mature Forest,Natural,NA,0,0,0.4318,25
36,9/9/21,3,Mature Forest,Natural,NA,0,0,0.4318,25
36,9/9/21,4,Mature Forest,Natural,NA,0,0,0.4318,25
36,9/9/21,5,Mature Forest,Natural,NA,0,0,0.4318,25
36,9/9/21,6,Mature Forest,Natural,RB,1,0,0.4318,25
36,9/9/21,7,Mature Forest,Natural,NA,0,0,0.4318,25
36,9/9/21,8,Mature Forest,Natural,NA,0,0,0.4318,25
36,9/9/21,9,Mature Forest,Natural,NA,0,0,0.4318,25
36,9/9/21,10,Mature Forest,Natural,RB,1,0,0.4318,25
36,9/9/21,10,Mature Forest,Natural,RB,1,0,0.4318,25
36,9/9/21,11,Transitional Forest,Natural,RB,1,0,0.4318,25
36,9/9/21,11,Transitional Forest,Natural,SS,1,0,0.4318,25
36,9/9/21,12,Transitional Forest,Natural,NA,0,0,0.4318,25
36,9/9/21,13,Transitional Forest,Natural,RSN,1,0,0.4318,25
36,9/9/21,14,Transitional Forest,Natural,RB,1,0,0.4318,25
36,9/9/21,15,Transitional Forest,Natural,RB,1,0,0.4318,25
36,9/9/21,16,Transitional Forest,Natural,NA,0,0,0.4318,25
36,9/9/21,17,Transitional Forest,Natural,RB,1,0,0.4318,25
36,9/9/21,17,Transitional Forest,Natural,RB,1,0,0.4318,25
36,9/9/21,18,Transitional Forest,Natural,RB,1,0,0.4318,25
36,9/9/21,19,Transitional Forest,Natural,RB,1,0,0.4318,25
36,9/9/21,20,Transitional Forest,Natural,RB,1,0,0.4318,25
36,9/9/21,21,Mature Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,22,Mature Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,23,Mature Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,24,Mature Forest,Artificial,RB,1,0,0.4318,25
36,9/9/21,25,Mature Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,26,Mature Forest,Artificial,RB,1,0,0.4318,25
36,9/9/21,26,Mature Forest,Artificial,RB,1,0,0.4318,25
36,9/9/21,27,Mature Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,28,Mature Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,29,Mature Forest,Artificial,RB,1,0,0.4318,25
36,9/9/21,30,Mature Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,31,Transitional Forest,Artificial,RB,1,0,0.4318,25
36,9/9/21,32,Transitional Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,33,Transitional Forest,Artificial,RB,1,0,0.4318,25
36,9/9/21,34,Transitional Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,35,Transitional Forest,Artificial,RB,1,0,0.4318,25
36,9/9/21,35,Transitional Forest,Artificial,RB,1,0,0.4318,25
36,9/9/21,36,Transitional Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,37,Transitional Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,38,Transitional Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,39,Transitional Forest,Artificial,NA,0,0,0.4318,25
36,9/9/21,40,Transitional Forest,Artificial,RB,1,0,0.4318,25
36,9/9/21,40,Transitional Forest,Artificial,RB,1,0,0.4318,25
37,9/16/21,1,Mature Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,2,Mature Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,3,Mature Forest,Natural,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,4,Mature Forest,Natural,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,5,Mature Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,6,Mature Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,6,Mature Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,7,Mature Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,7,Mature Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,8,Mature Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,9,Mature Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,9,Mature Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,10,Mature Forest,Natural,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,11,Transitional Forest,Natural,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,12,Transitional Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,13,Transitional Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,13,Transitional Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,14,Transitional Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,15,Transitional Forest,Natural,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,16,Transitional Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,16,Transitional Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,16,Transitional Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,17,Transitional Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,17,Transitional Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,17,Transitional Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,18,Transitional Forest,Natural,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,19,Transitional Forest,Natural,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,20,Transitional Forest,Natural,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,21,Mature Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,22,Mature Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,23,Mature Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,24,Mature Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,25,Mature Forest,Artificial,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,26,Mature Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,27,Mature Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,28,Mature Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,29,Mature Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,30,Mature Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,31,Transitional Forest,Artificial,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,31,Transitional Forest,Artificial,RB,1,2.4892,3.2512,28.88888889
