"","Week_of_Year","Date","Board_Number","Site_Type","Board_Type","Species","Count","Daily_Precipitation","Weekly_Precipitation","Maximum_Temperature","Year"
"850",45,2019-11-07,30,"Mature Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"851",45,2019-11-07,31,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"852",45,2019-11-07,32,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"853",45,2019-11-07,33,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"854",45,2019-11-07,34,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"855",45,2019-11-07,35,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"856",45,2019-11-07,36,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"857",45,2019-11-07,37,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"858",45,2019-11-07,38,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"859",45,2019-11-07,39,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"860",45,2019-11-07,40,"Transitional Forest","Artificial",NA,0,0.1524,4.4704,8.333333333,2019
"861",36,2020-09-08,1,"Mature Forest","Natural","RB",1,3.8354,7.493,17.77777778,2020
"862",36,2020-09-08,1,"Mature Forest","Natural","RB",1,3.8354,7.493,17.77777778,2020
"863",36,2020-09-08,2,"Mature Forest","Natural",NA,0,3.8354,7.493,17.77777778,2020
"864",36,2020-09-08,3,"Mature Forest","Natural",NA,0,3.8354,7.493,17.77777778,2020
"865",36,2020-09-08,4,"Mature Forest","Natural",NA,0,3.8354,7.493,17.77777778,2020
"866",36,2020-09-08,5,"Mature Forest","Natural",NA,0,3.8354,7.493,17.77777778,2020
"867",36,2020-09-08,6,"Mature Forest","Natural",NA,0,3.8354,7.493,17.77777778,2020
"868",36,2020-09-08,7,"Mature Forest","Natural",NA,0,3.8354,7.493,17.77777778,2020
"869",36,2020-09-08,8,"Mature Forest","Natural","RB",1,3.8354,7.493,17.77777778,2020
"870",36,2020-09-08,9,"Mature Forest","Natural",NA,0,3.8354,7.493,17.77777778,2020
"871",36,2020-09-08,10,"Mature Forest","Natural",NA,0,3.8354,7.493,17.77777778,2020
"872",36,2020-09-08,11,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.77777778,2020
"873",36,2020-09-08,12,"Transitional Forest","Natural",NA,0,3.8354,7.493,17.77777778,2020
"874",36,2020-09-08,13,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.77777778,2020
"875",36,2020-09-08,14,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.77777778,2020
"876",36,2020-09-08,14,"Transitional Forest","Natural","SS",1,3.8354,7.493,17.77777778,2020
"877",36,2020-09-08,15,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.77777778,2020
"878",36,2020-09-08,15,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.77777778,2020
"879",36,2020-09-08,16,"Transitional Forest","Natural",NA,0,3.8354,7.493,17.77777778,2020
"880",36,2020-09-08,17,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.77777778,2020
"881",36,2020-09-08,18,"Transitional Forest","Natural",NA,0,3.8354,7.493,17.77777778,2020
"882",36,2020-09-08,19,"Transitional Forest","Natural",NA,0,3.8354,7.493,17.77777778,2020
"883",36,2020-09-08,20,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.77777778,2020
"884",36,2020-09-08,20,"Transitional Forest","Natural","RB",1,3.8354,7.493,17.77777778,2020
"885",36,2020-09-08,21,"Mature Forest","Artificial","RB",1,3.8354,7.493,17.77777778,2020
"886",36,2020-09-08,22,"Mature Forest","Artificial",NA,0,3.8354,7.493,17.77777778,2020
"887",36,2020-09-08,23,"Mature Forest","Artificial",NA,0,3.8354,7.493,17.77777778,2020
"888",36,2020-09-08,24,"Mature Forest","Artificial",NA,0,3.8354,7.493,17.77777778,2020
"889",36,2020-09-08,25,"Mature Forest","Artificial","RB",1,3.8354,7.493,17.77777778,2020
"890",36,2020-09-08,26,"Mature Forest","Artificial","RB",1,3.8354,7.493,17.77777778,2020
"891",36,2020-09-08,27,"Mature Forest","Artificial","RB",1,3.8354,7.493,17.77777778,2020
"892",36,2020-09-08,28,"Mature Forest","Artificial",NA,0,3.8354,7.493,17.77777778,2020
"893",36,2020-09-08,29,"Mature Forest","Artificial",NA,0,3.8354,7.493,17.77777778,2020
"894",36,2020-09-08,30,"Mature Forest","Artificial",NA,0,3.8354,7.493,17.77777778,2020
"895",36,2020-09-08,31,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.77777778,2020
"896",36,2020-09-08,31,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.77777778,2020
"897",36,2020-09-08,32,"Transitional Forest","Artificial","SS",1,3.8354,7.493,17.77777778,2020
"898",36,2020-09-08,33,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.77777778,2020
"899",36,2020-09-08,34,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.77777778,2020
"900",36,2020-09-08,35,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.77777778,2020
"901",36,2020-09-08,36,"Transitional Forest","Artificial",NA,0,3.8354,7.493,17.77777778,2020
"902",36,2020-09-08,37,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.77777778,2020
"903",36,2020-09-08,37,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.77777778,2020
"904",36,2020-09-08,38,"Transitional Forest","Artificial",NA,0,3.8354,7.493,17.77777778,2020
"905",36,2020-09-08,39,"Transitional Forest","Artificial",NA,0,3.8354,7.493,17.77777778,2020
"906",36,2020-09-08,40,"Transitional Forest","Artificial","RB",1,3.8354,7.493,17.77777778,2020
"907",37,2020-09-15,1,"Mature Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"908",37,2020-09-15,2,"Mature Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"909",37,2020-09-15,3,"Mature Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"910",37,2020-09-15,4,"Mature Forest","Natural","RB",1,0,0.7112,18.88888889,2020
"911",37,2020-09-15,5,"Mature Forest","Natural","RB",1,0,0.7112,18.88888889,2020
"912",37,2020-09-15,6,"Mature Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"913",37,2020-09-15,7,"Mature Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"914",37,2020-09-15,8,"Mature Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"915",37,2020-09-15,9,"Mature Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"916",37,2020-09-15,10,"Mature Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"917",37,2020-09-15,11,"Transitional Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"918",37,2020-09-15,12,"Transitional Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"919",37,2020-09-15,13,"Transitional Forest","Natural","RB",1,0,0.7112,18.88888889,2020
"920",37,2020-09-15,14,"Transitional Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"921",37,2020-09-15,15,"Transitional Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"922",37,2020-09-15,16,"Transitional Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"923",37,2020-09-15,17,"Transitional Forest","Natural","RB",1,0,0.7112,18.88888889,2020
"924",37,2020-09-15,17,"Transitional Forest","Natural","RB",1,0,0.7112,18.88888889,2020
"925",37,2020-09-15,17,"Transitional Forest","Natural","RB",1,0,0.7112,18.88888889,2020
"926",37,2020-09-15,18,"Transitional Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"927",37,2020-09-15,19,"Transitional Forest","Natural",NA,0,0,0.7112,18.88888889,2020
"928",37,2020-09-15,20,"Transitional Forest","Natural","RB",1,0,0.7112,18.88888889,2020
"929",37,2020-09-15,21,"Mature Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"930",37,2020-09-15,22,"Mature Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"931",37,2020-09-15,23,"Mature Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"932",37,2020-09-15,24,"Mature Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"933",37,2020-09-15,25,"Mature Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"934",37,2020-09-15,26,"Mature Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"935",37,2020-09-15,27,"Mature Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"936",37,2020-09-15,28,"Mature Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"937",37,2020-09-15,29,"Mature Forest","Artificial","RB",1,0,0.7112,18.88888889,2020
"938",37,2020-09-15,30,"Mature Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"939",37,2020-09-15,31,"Transitional Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"940",37,2020-09-15,32,"Transitional Forest","Artificial","SS",1,0,0.7112,18.88888889,2020
"941",37,2020-09-15,33,"Transitional Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"942",37,2020-09-15,34,"Transitional Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"943",37,2020-09-15,35,"Transitional Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"944",37,2020-09-15,36,"Transitional Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"945",37,2020-09-15,37,"Transitional Forest","Artificial","RB",1,0,0.7112,18.88888889,2020
"946",37,2020-09-15,38,"Transitional Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"947",37,2020-09-15,39,"Transitional Forest","Artificial","RB",1,0,0.7112,18.88888889,2020
"948",37,2020-09-15,40,"Transitional Forest","Artificial",NA,0,0,0.7112,18.88888889,2020
"949",38,2020-09-22,1,"Mature Forest","Natural",NA,0,0,0,17.77777778,2020
"950",38,2020-09-22,2,"Mature Forest","Natural","RB",1,0,0,17.77777778,2020
"951",38,2020-09-22,3,"Mature Forest","Natural",NA,0,0,0,17.77777778,2020
"952",38,2020-09-22,4,"Mature Forest","Natural",NA,0,0,0,17.77777778,2020
"953",38,2020-09-22,5,"Mature Forest","Natural",NA,0,0,0,17.77777778,2020
"954",38,2020-09-22,6,"Mature Forest","Natural",NA,0,0,0,17.77777778,2020
"955",38,2020-09-22,7,"Mature Forest","Natural","RB",1,0,0,17.77777778,2020
"956",38,2020-09-22,8,"Mature Forest","Natural",NA,0,0,0,17.77777778,2020
"957",38,2020-09-22,9,"Mature Forest","Natural","FT",1,0,0,17.77777778,2020
"958",38,2020-09-22,10,"Mature Forest","Natural","RB",1,0,0,17.77777778,2020
"959",38,2020-09-22,11,"Transitional Forest","Natural",NA,0,0,0,17.77777778,2020
"960",38,2020-09-22,12,"Transitional Forest","Natural",NA,0,0,0,17.77777778,2020
"961",38,2020-09-22,13,"Transitional Forest","Natural",NA,0,0,0,17.77777778,2020
"962",38,2020-09-22,14,"Transitional Forest","Natural",NA,0,0,0,17.77777778,2020
"963",38,2020-09-22,15,"Transitional Forest","Natural","RB",1,0,0,17.77777778,2020
"964",38,2020-09-22,16,"Transitional Forest","Natural",NA,0,0,0,17.77777778,2020
"965",38,2020-09-22,17,"Transitional Forest","Natural","RB",1,0,0,17.77777778,2020
"966",38,2020-09-22,18,"Transitional Forest","Natural",NA,0,0,0,17.77777778,2020
"967",38,2020-09-22,19,"Transitional Forest","Natural",NA,0,0,0,17.77777778,2020
"968",38,2020-09-22,20,"Transitional Forest","Natural","RB",1,0,0,17.77777778,2020
"969",38,2020-09-22,21,"Mature Forest","Artificial",NA,0,0,0,17.77777778,2020
"970",38,2020-09-22,22,"Mature Forest","Artificial",NA,0,0,0,17.77777778,2020
"971",38,2020-09-22,23,"Mature Forest","Artificial","RB",1,0,0,17.77777778,2020
"972",38,2020-09-22,24,"Mature Forest","Artificial",NA,0,0,0,17.77777778,2020
"973",38,2020-09-22,25,"Mature Forest","Artificial",NA,0,0,0,17.77777778,2020
"974",38,2020-09-22,26,"Mature Forest","Artificial","RB",1,0,0,17.77777778,2020
"975",38,2020-09-22,27,"Mature Forest","Artificial",NA,0,0,0,17.77777778,2020
"976",38,2020-09-22,28,"Mature Forest","Artificial",NA,0,0,0,17.77777778,2020
"977",38,2020-09-22,29,"Mature Forest","Artificial","RB",1,0,0,17.77777778,2020
"978",38,2020-09-22,29,"Mature Forest","Artificial","RB",1,0,0,17.77777778,2020
"979",38,2020-09-22,30,"Mature Forest","Artificial",NA,0,0,0,17.77777778,2020
"980",38,2020-09-22,31,"Transitional Forest","Artificial",NA,0,0,0,17.77777778,2020
"981",38,2020-09-22,32,"Transitional Forest","Artificial",NA,0,0,0,17.77777778,2020
"982",38,2020-09-22,33,"Transitional Forest","Artificial",NA,0,0,0,17.77777778,2020
"983",38,2020-09-22,34,"Transitional Forest","Artificial","RB",1,0,0,17.77777778,2020
"984",38,2020-09-22,35,"Transitional Forest","Artificial",NA,0,0,0,17.77777778,2020
"985",38,2020-09-22,36,"Transitional Forest","Artificial",NA,0,0,0,17.77777778,2020
"986",38,2020-09-22,37,"Transitional Forest","Artificial",NA,0,0,0,17.77777778,2020
"987",38,2020-09-22,38,"Transitional Forest","Artificial",NA,0,0,0,17.77777778,2020
"988",38,2020-09-22,39,"Transitional Forest","Artificial",NA,0,0,0,17.77777778,2020
"989",38,2020-09-22,40,"Transitional Forest","Artificial",NA,0,0,0,17.77777778,2020
"990",39,2020-09-29,1,"Mature Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"991",39,2020-09-29,1,"Mature Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"992",39,2020-09-29,2,"Mature Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"993",39,2020-09-29,3,"Mature Forest","Natural",NA,0,1.778,1.778,24.44444444,2020
"994",39,2020-09-29,4,"Mature Forest","Natural",NA,0,1.778,1.778,24.44444444,2020
"995",39,2020-09-29,5,"Mature Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"996",39,2020-09-29,6,"Mature Forest","Natural",NA,0,1.778,1.778,24.44444444,2020
"997",39,2020-09-29,7,"Mature Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"998",39,2020-09-29,8,"Mature Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"999",39,2020-09-29,9,"Mature Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"1000",39,2020-09-29,10,"Mature Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"1001",39,2020-09-29,10,"Mature Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"1002",39,2020-09-29,11,"Transitional Forest","Natural",NA,0,1.778,1.778,24.44444444,2020
"1003",39,2020-09-29,12,"Transitional Forest","Natural",NA,0,1.778,1.778,24.44444444,2020
"1004",39,2020-09-29,13,"Transitional Forest","Natural",NA,0,1.778,1.778,24.44444444,2020
"1005",39,2020-09-29,14,"Transitional Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"1006",39,2020-09-29,14,"Transitional Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"1007",39,2020-09-29,15,"Transitional Forest","Natural",NA,0,1.778,1.778,24.44444444,2020
"1008",39,2020-09-29,16,"Transitional Forest","Natural",NA,0,1.778,1.778,24.44444444,2020
"1009",39,2020-09-29,17,"Transitional Forest","Natural","FT",1,1.778,1.778,24.44444444,2020
"1010",39,2020-09-29,18,"Transitional Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"1011",39,2020-09-29,18,"Transitional Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"1012",39,2020-09-29,19,"Transitional Forest","Natural",NA,0,1.778,1.778,24.44444444,2020
"1013",39,2020-09-29,20,"Transitional Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"1014",39,2020-09-29,20,"Transitional Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"1015",39,2020-09-29,20,"Transitional Forest","Natural","RB",1,1.778,1.778,24.44444444,2020
"1016",39,2020-09-29,20,"Transitional Forest","Natural","TL",1,1.778,1.778,24.44444444,2020
"1017",39,2020-09-29,21,"Mature Forest","Artificial","RB",1,1.778,1.778,24.44444444,2020
"1018",39,2020-09-29,22,"Mature Forest","Artificial","RB",1,1.778,1.778,24.44444444,2020
"1019",39,2020-09-29,23,"Mature Forest","Artificial",NA,0,1.778,1.778,24.44444444,2020
"1020",39,2020-09-29,24,"Mature Forest","Artificial",NA,0,1.778,1.778,24.44444444,2020
"1021",39,2020-09-29,25,"Mature Forest","Artificial",NA,0,1.778,1.778,24.44444444,2020
"1022",39,2020-09-29,26,"Mature Forest","Artificial","RB",1,1.778,1.778,24.44444444,2020
"1023",39,2020-09-29,27,"Mature Forest","Artificial",NA,0,1.778,1.778,24.44444444,2020
"1024",39,2020-09-29,28,"Mature Forest","Artificial","RB",1,1.778,1.778,24.44444444,2020
"1025",39,2020-09-29,29,"Mature Forest","Artificial","RB",1,1.778,1.778,24.44444444,2020
"1026",39,2020-09-29,30,"Mature Forest","Artificial",NA,0,1.778,1.778,24.44444444,2020
"1027",39,2020-09-29,31,"Transitional Forest","Artificial",NA,0,1.778,1.778,24.44444444,2020
"1028",39,2020-09-29,32,"Transitional Forest","Artificial","RB",1,1.778,1.778,24.44444444,2020
"1029",39,2020-09-29,33,"Transitional Forest","Artificial","RB",1,1.778,1.778,24.44444444,2020
"1030",39,2020-09-29,34,"Transitional Forest","Artificial",NA,0,1.778,1.778,24.44444444,2020
"1031",39,2020-09-29,35,"Transitional Forest","Artificial",NA,0,1.778,1.778,24.44444444,2020
"1032",39,2020-09-29,36,"Transitional Forest","Artificial",NA,0,1.778,1.778,24.44444444,2020
"1033",39,2020-09-29,37,"Transitional Forest","Artificial","RB",1,1.778,1.778,24.44444444,2020
"1034",39,2020-09-29,38,"Transitional Forest","Artificial","RB",1,1.778,1.778,24.44444444,2020
"1035",39,2020-09-29,39,"Transitional Forest","Artificial",NA,0,1.778,1.778,24.44444444,2020
"1036",39,2020-09-29,40,"Transitional Forest","Artificial",NA,0,1.778,1.778,24.44444444,2020
"1037",40,2020-10-06,1,"Mature Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1038",40,2020-10-06,2,"Mature Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1039",40,2020-10-06,3,"Mature Forest","Natural",NA,0,0,1.397,14.44444444,2020
"1040",40,2020-10-06,4,"Mature Forest","Natural",NA,0,0,1.397,14.44444444,2020
"1041",40,2020-10-06,5,"Mature Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1042",40,2020-10-06,5,"Mature Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1043",40,2020-10-06,6,"Mature Forest","Natural",NA,0,0,1.397,14.44444444,2020
"1044",40,2020-10-06,7,"Mature Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1045",40,2020-10-06,8,"Mature Forest","Natural",NA,0,0,1.397,14.44444444,2020
"1046",40,2020-10-06,9,"Mature Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1047",40,2020-10-06,9,"Mature Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1048",40,2020-10-06,10,"Mature Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1049",40,2020-10-06,10,"Mature Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1050",40,2020-10-06,11,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1051",40,2020-10-06,12,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1052",40,2020-10-06,12,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1053",40,2020-10-06,13,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1054",40,2020-10-06,14,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1055",40,2020-10-06,14,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1056",40,2020-10-06,15,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1057",40,2020-10-06,15,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1058",40,2020-10-06,16,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1059",40,2020-10-06,16,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1060",40,2020-10-06,17,"Transitional Forest","Natural","FT",1,0,1.397,14.44444444,2020
"1061",40,2020-10-06,17,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1062",40,2020-10-06,17,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1063",40,2020-10-06,17,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1064",40,2020-10-06,17,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1065",40,2020-10-06,18,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1066",40,2020-10-06,19,"Transitional Forest","Natural",NA,0,0,1.397,14.44444444,2020
"1067",40,2020-10-06,20,"Transitional Forest","Natural","RB",1,0,1.397,14.44444444,2020
"1068",40,2020-10-06,21,"Mature Forest","Artificial",NA,0,0,1.397,14.44444444,2020
"1069",40,2020-10-06,22,"Mature Forest","Artificial","RB",1,0,1.397,14.44444444,2020
"1070",40,2020-10-06,23,"Mature Forest","Artificial",NA,0,0,1.397,14.44444444,2020
"1071",40,2020-10-06,24,"Mature Forest","Artificial",NA,0,0,1.397,14.44444444,2020
"1072",40,2020-10-06,25,"Mature Forest","Artificial",NA,0,0,1.397,14.44444444,2020
"1073",40,2020-10-06,26,"Mature Forest","Artificial","RB",1,0,1.397,14.44444444,2020
"1074",40,2020-10-06,27,"Mature Forest","Artificial","RB",1,0,1.397,14.44444444,2020
"1075",40,2020-10-06,28,"Mature Forest","Artificial","RB",1,0,1.397,14.44444444,2020
"1076",40,2020-10-06,29,"Mature Forest","Artificial",NA,0,0,1.397,14.44444444,2020
"1077",40,2020-10-06,30,"Mature Forest","Artificial","RB",1,0,1.397,14.44444444,2020
"1078",40,2020-10-06,31,"Transitional Forest","Artificial",NA,0,0,1.397,14.44444444,2020
"1079",40,2020-10-06,32,"Transitional Forest","Artificial","RB",1,0,1.397,14.44444444,2020
"1080",40,2020-10-06,33,"Transitional Forest","Artificial",NA,0,0,1.397,14.44444444,2020
"1081",40,2020-10-06,34,"Transitional Forest","Artificial","RB",1,0,1.397,14.44444444,2020
"1082",40,2020-10-06,35,"Transitional Forest","Artificial",NA,0,0,1.397,14.44444444,2020
"1083",40,2020-10-06,36,"Transitional Forest","Artificial","RB",1,0,1.397,14.44444444,2020
"1084",40,2020-10-06,37,"Transitional Forest","Artificial","RB",1,0,1.397,14.44444444,2020
"1085",40,2020-10-06,38,"Transitional Forest","Artificial",NA,0,0,1.397,14.44444444,2020
"1086",40,2020-10-06,39,"Transitional Forest","Artificial","RB",1,0,1.397,14.44444444,2020
"1087",40,2020-10-06,40,"Transitional Forest","Artificial","RB",1,0,1.397,14.44444444,2020
"1088",41,2020-10-13,1,"Mature Forest","Natural","RB",1,0,0,19.44444444,2020
"1089",41,2020-10-13,2,"Mature Forest","Natural",NA,0,0,0,19.44444444,2020
"1090",41,2020-10-13,3,"Mature Forest","Natural",NA,0,0,0,19.44444444,2020
"1091",41,2020-10-13,4,"Mature Forest","Natural",NA,0,0,0,19.44444444,2020
"1092",41,2020-10-13,5,"Mature Forest","Natural","RB",1,0,0,19.44444444,2020
"1093",41,2020-10-13,6,"Mature Forest","Natural",NA,0,0,0,19.44444444,2020
"1094",41,2020-10-13,7,"Mature Forest","Natural","RB",1,0,0,19.44444444,2020
"1095",41,2020-10-13,8,"Mature Forest","Natural","RB",1,0,0,19.44444444,2020
"1096",41,2020-10-13,9,"Mature Forest","Natural",NA,0,0,0,19.44444444,2020
"1097",41,2020-10-13,10,"Mature Forest","Natural","RB",1,0,0,19.44444444,2020
"1098",41,2020-10-13,11,"Transitional Forest","Natural",NA,0,0,0,19.44444444,2020
"1099",41,2020-10-13,12,"Transitional Forest","Natural","RB",1,0,0,19.44444444,2020
"1100",41,2020-10-13,13,"Transitional Forest","Natural","RB",1,0,0,19.44444444,2020
"1101",41,2020-10-13,13,"Transitional Forest","Natural","RB",1,0,0,19.44444444,2020
"1102",41,2020-10-13,14,"Transitional Forest","Natural",NA,0,0,0,19.44444444,2020
"1103",41,2020-10-13,15,"Transitional Forest","Natural",NA,0,0,0,19.44444444,2020
"1104",41,2020-10-13,16,"Transitional Forest","Natural",NA,0,0,0,19.44444444,2020
"1105",41,2020-10-13,17,"Transitional Forest","Natural","RB",1,0,0,19.44444444,2020
"1106",41,2020-10-13,18,"Transitional Forest","Natural",NA,0,0,0,19.44444444,2020
"1107",41,2020-10-13,19,"Transitional Forest","Natural",NA,0,0,0,19.44444444,2020
"1108",41,2020-10-13,20,"Transitional Forest","Natural",NA,0,0,0,19.44444444,2020
"1109",41,2020-10-13,21,"Mature Forest","Artificial","RB",1,0,0,19.44444444,2020
"1110",41,2020-10-13,22,"Mature Forest","Artificial","RB",1,0,0,19.44444444,2020
"1111",41,2020-10-13,23,"Mature Forest","Artificial",NA,0,0,0,19.44444444,2020
"1112",41,2020-10-13,24,"Mature Forest","Artificial",NA,0,0,0,19.44444444,2020
"1113",41,2020-10-13,25,"Mature Forest","Artificial","RB",1,0,0,19.44444444,2020
"1114",41,2020-10-13,25,"Mature Forest","Artificial","RB",1,0,0,19.44444444,2020
"1115",41,2020-10-13,26,"Mature Forest","Artificial","RB",1,0,0,19.44444444,2020
"1116",41,2020-10-13,27,"Mature Forest","Artificial","RB",1,0,0,19.44444444,2020
"1117",41,2020-10-13,28,"Mature Forest","Artificial",NA,0,0,0,19.44444444,2020
"1118",41,2020-10-13,29,"Mature Forest","Artificial",NA,0,0,0,19.44444444,2020
"1119",41,2020-10-13,30,"Mature Forest","Artificial",NA,0,0,0,19.44444444,2020
"1120",41,2020-10-13,31,"Transitional Forest","Artificial","RB",1,0,0,19.44444444,2020
"1121",41,2020-10-13,32,"Transitional Forest","Artificial","RB",1,0,0,19.44444444,2020
"1122",41,2020-10-13,33,"Transitional Forest","Artificial","RB",1,0,0,19.44444444,2020
"1123",41,2020-10-13,34,"Transitional Forest","Artificial",NA,0,0,0,19.44444444,2020
"1124",41,2020-10-13,35,"Transitional Forest","Artificial",NA,0,0,0,19.44444444,2020
"1125",41,2020-10-13,36,"Transitional Forest","Artificial",NA,0,0,0,19.44444444,2020
"1126",41,2020-10-13,37,"Transitional Forest","Artificial",NA,0,0,0,19.44444444,2020
"1127",41,2020-10-13,38,"Transitional Forest","Artificial",NA,0,0,0,19.44444444,2020
"1128",41,2020-10-13,39,"Transitional Forest","Artificial","RB",1,0,0,19.44444444,2020
"1129",41,2020-10-13,40,"Transitional Forest","Artificial",NA,0,0,0,19.44444444,2020
"1130",42,2020-10-20,1,"Mature Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1131",42,2020-10-20,2,"Mature Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1132",42,2020-10-20,3,"Mature Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1133",42,2020-10-20,4,"Mature Forest","Natural","RB",1,0.762,2.8194,11.66666667,2020
"1134",42,2020-10-20,5,"Mature Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1135",42,2020-10-20,6,"Mature Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1136",42,2020-10-20,7,"Mature Forest","Natural","RB",1,0.762,2.8194,11.66666667,2020
"1137",42,2020-10-20,8,"Mature Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1138",42,2020-10-20,9,"Mature Forest","Natural","RB",1,0.762,2.8194,11.66666667,2020
