Week_of_Year,Date,Board_Number,Abundance,Richness,Site_Type,Board_Type,Daily_Precipitation,Maximum_Temperature,Weekly_Precipitation
43,10/27/20,11,0,0,Transitional Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,12,0,0,Transitional Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,13,0,0,Transitional Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,14,0,0,Transitional Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,15,0,0,Transitional Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,16,0,0,Transitional Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,17,0,0,Transitional Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,18,1,1,Transitional Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,19,0,0,Transitional Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,20,0,0,Transitional Forest,Natural,0.1524,8.888888889,4.8768
43,10/27/20,21,0,0,Mature Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,22,0,0,Mature Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,23,0,0,Mature Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,24,0,0,Mature Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,25,0,0,Mature Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,26,0,0,Mature Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,27,0,0,Mature Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,28,0,0,Mature Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,29,0,0,Mature Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,30,1,1,Mature Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,31,0,0,Transitional Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,32,0,0,Transitional Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,33,0,0,Transitional Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,34,0,0,Transitional Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,35,0,0,Transitional Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,36,0,0,Transitional Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,37,0,0,Transitional Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,38,0,0,Transitional Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,39,0,0,Transitional Forest,Artificial,0.1524,8.888888889,4.8768
43,10/27/20,40,0,0,Transitional Forest,Artificial,0.1524,8.888888889,4.8768
44,11/3/20,1,0,0,Mature Forest,Natural,0,5,2.54
44,11/3/20,2,0,0,Mature Forest,Natural,0,5,2.54
44,11/3/20,3,0,0,Mature Forest,Natural,0,5,2.54
44,11/3/20,4,0,0,Mature Forest,Natural,0,5,2.54
44,11/3/20,5,0,0,Mature Forest,Natural,0,5,2.54
44,11/3/20,6,0,0,Mature Forest,Natural,0,5,2.54
44,11/3/20,7,0,0,Mature Forest,Natural,0,5,2.54
44,11/3/20,8,0,0,Mature Forest,Natural,0,5,2.54
44,11/3/20,9,0,0,Mature Forest,Natural,0,5,2.54
44,11/3/20,10,1,1,Mature Forest,Natural,0,5,2.54
44,11/3/20,11,0,0,Transitional Forest,Natural,0,5,2.54
44,11/3/20,12,0,0,Transitional Forest,Natural,0,5,2.54
44,11/3/20,13,0,0,Transitional Forest,Natural,0,5,2.54
44,11/3/20,14,0,0,Transitional Forest,Natural,0,5,2.54
44,11/3/20,15,0,0,Transitional Forest,Natural,0,5,2.54
44,11/3/20,16,0,0,Transitional Forest,Natural,0,5,2.54
44,11/3/20,17,0,0,Transitional Forest,Natural,0,5,2.54
44,11/3/20,18,0,0,Transitional Forest,Natural,0,5,2.54
44,11/3/20,19,0,0,Transitional Forest,Natural,0,5,2.54
44,11/3/20,20,0,0,Transitional Forest,Natural,0,5,2.54
44,11/3/20,21,0,0,Mature Forest,Artificial,0,5,2.54
44,11/3/20,22,0,0,Mature Forest,Artificial,0,5,2.54
44,11/3/20,23,0,0,Mature Forest,Artificial,0,5,2.54
44,11/3/20,24,0,0,Mature Forest,Artificial,0,5,2.54
44,11/3/20,25,0,0,Mature Forest,Artificial,0,5,2.54
44,11/3/20,26,1,1,Mature Forest,Artificial,0,5,2.54
44,11/3/20,27,0,0,Mature Forest,Artificial,0,5,2.54
44,11/3/20,28,0,0,Mature Forest,Artificial,0,5,2.54
44,11/3/20,29,0,0,Mature Forest,Artificial,0,5,2.54
44,11/3/20,30,0,0,Mature Forest,Artificial,0,5,2.54
44,11/3/20,31,0,0,Transitional Forest,Artificial,0,5,2.54
44,11/3/20,32,0,0,Transitional Forest,Artificial,0,5,2.54
44,11/3/20,33,0,0,Transitional Forest,Artificial,0,5,2.54
44,11/3/20,34,0,0,Transitional Forest,Artificial,0,5,2.54
44,11/3/20,35,0,0,Transitional Forest,Artificial,0,5,2.54
44,11/3/20,36,0,0,Transitional Forest,Artificial,0,5,2.54
44,11/3/20,37,0,0,Transitional Forest,Artificial,0,5,2.54
44,11/3/20,38,0,0,Transitional Forest,Artificial,0,5,2.54
44,11/3/20,39,0,0,Transitional Forest,Artificial,0,5,2.54
44,11/3/20,40,0,0,Transitional Forest,Artificial,0,5,2.54
45,11/10/20,1,1,1,Mature Forest,Natural,0,23.88888889,0
45,11/10/20,2,0,0,Mature Forest,Natural,0,23.88888889,0
45,11/10/20,3,0,0,Mature Forest,Natural,0,23.88888889,0
45,11/10/20,4,0,0,Mature Forest,Natural,0,23.88888889,0
45,11/10/20,5,1,1,Mature Forest,Natural,0,23.88888889,0
45,11/10/20,6,2,1,Mature Forest,Natural,0,23.88888889,0
45,11/10/20,7,1,1,Mature Forest,Natural,0,23.88888889,0
45,11/10/20,8,0,0,Mature Forest,Natural,0,23.88888889,0
45,11/10/20,9,0,0,Mature Forest,Natural,0,23.88888889,0
45,11/10/20,10,1,1,Mature Forest,Natural,0,23.88888889,0
45,11/10/20,11,0,0,Transitional Forest,Natural,0,23.88888889,0
45,11/10/20,12,0,0,Transitional Forest,Natural,0,23.88888889,0
45,11/10/20,13,0,0,Transitional Forest,Natural,0,23.88888889,0
45,11/10/20,14,1,1,Transitional Forest,Natural,0,23.88888889,0
45,11/10/20,15,0,0,Transitional Forest,Natural,0,23.88888889,0
45,11/10/20,16,0,0,Transitional Forest,Natural,0,23.88888889,0
45,11/10/20,17,0,0,Transitional Forest,Natural,0,23.88888889,0
45,11/10/20,18,1,1,Transitional Forest,Natural,0,23.88888889,0
45,11/10/20,19,1,1,Transitional Forest,Natural,0,23.88888889,0
45,11/10/20,20,0,0,Transitional Forest,Natural,0,23.88888889,0
45,11/10/20,21,0,0,Mature Forest,Artificial,0,23.88888889,0
45,11/10/20,22,0,0,Mature Forest,Artificial,0,23.88888889,0
45,11/10/20,23,1,1,Mature Forest,Artificial,0,23.88888889,0
45,11/10/20,24,0,0,Mature Forest,Artificial,0,23.88888889,0
45,11/10/20,25,1,1,Mature Forest,Artificial,0,23.88888889,0
45,11/10/20,26,2,1,Mature Forest,Artificial,0,23.88888889,0
45,11/10/20,27,0,0,Mature Forest,Artificial,0,23.88888889,0
45,11/10/20,28,0,0,Mature Forest,Artificial,0,23.88888889,0
45,11/10/20,29,1,1,Mature Forest,Artificial,0,23.88888889,0
45,11/10/20,30,0,0,Mature Forest,Artificial,0,23.88888889,0
45,11/10/20,31,0,0,Transitional Forest,Artificial,0,23.88888889,0
45,11/10/20,32,1,1,Transitional Forest,Artificial,0,23.88888889,0
45,11/10/20,33,0,0,Transitional Forest,Artificial,0,23.88888889,0
45,11/10/20,34,0,0,Transitional Forest,Artificial,0,23.88888889,0
45,11/10/20,35,0,0,Transitional Forest,Artificial,0,23.88888889,0
45,11/10/20,36,0,0,Transitional Forest,Artificial,0,23.88888889,0
45,11/10/20,37,0,0,Transitional Forest,Artificial,0,23.88888889,0
45,11/10/20,38,0,0,Transitional Forest,Artificial,0,23.88888889,0
45,11/10/20,39,0,0,Transitional Forest,Artificial,0,23.88888889,0
45,11/10/20,40,0,0,Transitional Forest,Artificial,0,23.88888889,0
36,9/9/21,1,1,1,Mature Forest,Natural,0,25,0.4318
36,9/9/21,2,0,0,Mature Forest,Natural,0,25,0.4318
36,9/9/21,3,0,0,Mature Forest,Natural,0,25,0.4318
36,9/9/21,4,0,0,Mature Forest,Natural,0,25,0.4318
36,9/9/21,5,0,0,Mature Forest,Natural,0,25,0.4318
36,9/9/21,6,1,1,Mature Forest,Natural,0,25,0.4318
36,9/9/21,7,0,0,Mature Forest,Natural,0,25,0.4318
36,9/9/21,8,0,0,Mature Forest,Natural,0,25,0.4318
36,9/9/21,9,0,0,Mature Forest,Natural,0,25,0.4318
36,9/9/21,10,2,1,Mature Forest,Natural,0,25,0.4318
36,9/9/21,11,2,2,Transitional Forest,Natural,0,25,0.4318
36,9/9/21,12,0,0,Transitional Forest,Natural,0,25,0.4318
36,9/9/21,13,1,1,Transitional Forest,Natural,0,25,0.4318
36,9/9/21,14,1,1,Transitional Forest,Natural,0,25,0.4318
36,9/9/21,15,1,1,Transitional Forest,Natural,0,25,0.4318
36,9/9/21,16,0,0,Transitional Forest,Natural,0,25,0.4318
36,9/9/21,17,2,1,Transitional Forest,Natural,0,25,0.4318
36,9/9/21,18,1,1,Transitional Forest,Natural,0,25,0.4318
36,9/9/21,19,1,1,Transitional Forest,Natural,0,25,0.4318
36,9/9/21,20,1,1,Transitional Forest,Natural,0,25,0.4318
36,9/9/21,21,0,0,Mature Forest,Artificial,0,25,0.4318
36,9/9/21,22,0,0,Mature Forest,Artificial,0,25,0.4318
36,9/9/21,23,0,0,Mature Forest,Artificial,0,25,0.4318
36,9/9/21,24,1,1,Mature Forest,Artificial,0,25,0.4318
36,9/9/21,25,0,0,Mature Forest,Artificial,0,25,0.4318
36,9/9/21,26,2,1,Mature Forest,Artificial,0,25,0.4318
36,9/9/21,27,0,0,Mature Forest,Artificial,0,25,0.4318
36,9/9/21,28,0,0,Mature Forest,Artificial,0,25,0.4318
36,9/9/21,29,1,1,Mature Forest,Artificial,0,25,0.4318
36,9/9/21,30,0,0,Mature Forest,Artificial,0,25,0.4318
36,9/9/21,31,1,1,Transitional Forest,Artificial,0,25,0.4318
36,9/9/21,32,0,0,Transitional Forest,Artificial,0,25,0.4318
36,9/9/21,33,1,1,Transitional Forest,Artificial,0,25,0.4318
36,9/9/21,34,0,0,Transitional Forest,Artificial,0,25,0.4318
36,9/9/21,35,2,1,Transitional Forest,Artificial,0,25,0.4318
36,9/9/21,36,0,0,Transitional Forest,Artificial,0,25,0.4318
36,9/9/21,37,0,0,Transitional Forest,Artificial,0,25,0.4318
36,9/9/21,38,0,0,Transitional Forest,Artificial,0,25,0.4318
36,9/9/21,39,0,0,Transitional Forest,Artificial,0,25,0.4318
36,9/9/21,40,2,1,Transitional Forest,Artificial,0,25,0.4318
37,9/16/21,1,1,1,Mature Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,2,1,1,Mature Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,3,0,0,Mature Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,4,0,0,Mature Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,5,1,1,Mature Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,6,2,1,Mature Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,7,2,1,Mature Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,8,1,1,Mature Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,9,2,1,Mature Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,10,0,0,Mature Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,11,0,0,Transitional Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,12,1,1,Transitional Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,13,2,1,Transitional Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,14,1,1,Transitional Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,15,0,0,Transitional Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,16,3,1,Transitional Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,17,3,1,Transitional Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,18,0,0,Transitional Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,19,0,0,Transitional Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,20,1,1,Transitional Forest,Natural,2.4892,28.88888889,3.2512
37,9/16/21,21,0,0,Mature Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,22,0,0,Mature Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,23,0,0,Mature Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,24,0,0,Mature Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,25,1,1,Mature Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,26,0,0,Mature Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,27,0,0,Mature Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,28,0,0,Mature Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,29,0,0,Mature Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,30,0,0,Mature Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,31,3,1,Transitional Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,32,2,1,Transitional Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,33,0,0,Transitional Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,34,2,1,Transitional Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,35,0,0,Transitional Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,36,0,0,Transitional Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,37,3,1,Transitional Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,38,0,0,Transitional Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,39,0,0,Transitional Forest,Artificial,2.4892,28.88888889,3.2512
37,9/16/21,40,0,0,Transitional Forest,Artificial,2.4892,28.88888889,3.2512
38,9/23/21,1,2,1,Mature Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,2,1,1,Mature Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,3,0,0,Mature Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,4,0,0,Mature Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,5,1,1,Mature Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,6,1,1,Mature Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,7,1,1,Mature Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,8,2,1,Mature Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,9,2,1,Mature Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,10,0,0,Mature Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,11,1,1,Transitional Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,12,1,1,Transitional Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,13,1,1,Transitional Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,14,1,1,Transitional Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,15,1,1,Transitional Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,16,0,0,Transitional Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,17,1,1,Transitional Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,18,1,1,Transitional Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,19,0,0,Transitional Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,20,3,1,Transitional Forest,Natural,4.318,22.77777778,5.207
38,9/23/21,21,0,0,Mature Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,22,0,0,Mature Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,23,0,0,Mature Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,24,1,1,Mature Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,25,0,0,Mature Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,26,2,1,Mature Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,27,0,0,Mature Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,28,1,1,Mature Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,29,0,0,Mature Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,30,0,0,Mature Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,31,1,1,Transitional Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,32,3,1,Transitional Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,33,2,1,Transitional Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,34,0,0,Transitional Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,35,0,0,Transitional Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,36,0,0,Transitional Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,37,0,0,Transitional Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,38,2,1,Transitional Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,39,0,0,Transitional Forest,Artificial,4.318,22.77777778,5.207
38,9/23/21,40,0,0,Transitional Forest,Artificial,4.318,22.77777778,5.207
39,9/30/21,1,0,0,Mature Forest,Natural,0,19.44444444,0
39,9/30/21,2,1,1,Mature Forest,Natural,0,19.44444444,0
39,9/30/21,3,0,0,Mature Forest,Natural,0,19.44444444,0
39,9/30/21,4,0,0,Mature Forest,Natural,0,19.44444444,0
39,9/30/21,5,1,1,Mature Forest,Natural,0,19.44444444,0
39,9/30/21,6,1,1,Mature Forest,Natural,0,19.44444444,0
39,9/30/21,7,2,1,Mature Forest,Natural,0,19.44444444,0
39,9/30/21,8,0,0,Mature Forest,Natural,0,19.44444444,0
39,9/30/21,9,2,1,Mature Forest,Natural,0,19.44444444,0
39,9/30/21,10,0,0,Mature Forest,Natural,0,19.44444444,0
39,9/30/21,11,0,0,Transitional Forest,Natural,0,19.44444444,0
39,9/30/21,12,0,0,Transitional Forest,Natural,0,19.44444444,0
39,9/30/21,13,0,0,Transitional Forest,Natural,0,19.44444444,0
39,9/30/21,14,1,1,Transitional Forest,Natural,0,19.44444444,0
39,9/30/21,15,1,1,Transitional Forest,Natural,0,19.44444444,0
39,9/30/21,16,1,1,Transitional Forest,Natural,0,19.44444444,0
39,9/30/21,17,0,0,Transitional Forest,Natural,0,19.44444444,0
39,9/30/21,18,0,0,Transitional Forest,Natural,0,19.44444444,0
39,9/30/21,19,0,0,Transitional Forest,Natural,0,19.44444444,0
39,9/30/21,20,0,0,Transitional Forest,Natural,0,19.44444444,0
39,9/30/21,21,1,1,Mature Forest,Artificial,0,19.44444444,0
39,9/30/21,22,0,0,Mature Forest,Artificial,0,19.44444444,0
39,9/30/21,23,0,0,Mature Forest,Artificial,0,19.44444444,0
39,9/30/21,24,1,1,Mature Forest,Artificial,0,19.44444444,0
39,9/30/21,25,1,1,Mature Forest,Artificial,0,19.44444444,0
39,9/30/21,26,1,1,Mature Forest,Artificial,0,19.44444444,0
39,9/30/21,27,0,0,Mature Forest,Artificial,0,19.44444444,0
39,9/30/21,28,0,0,Mature Forest,Artificial,0,19.44444444,0
39,9/30/21,29,0,0,Mature Forest,Artificial,0,19.44444444,0
39,9/30/21,30,1,1,Mature Forest,Artificial,0,19.44444444,0
39,9/30/21,31,1,1,Transitional Forest,Artificial,0,19.44444444,0
39,9/30/21,32,0,0,Transitional Forest,Artificial,0,19.44444444,0
39,9/30/21,33,1,1,Transitional Forest,Artificial,0,19.44444444,0
39,9/30/21,34,0,0,Transitional Forest,Artificial,0,19.44444444,0
39,9/30/21,35,0,0,Transitional Forest,Artificial,0,19.44444444,0
39,9/30/21,36,1,1,Transitional Forest,Artificial,0,19.44444444,0
39,9/30/21,37,0,0,Transitional Forest,Artificial,0,19.44444444,0
39,9/30/21,38,0,0,Transitional Forest,Artificial,0,19.44444444,0
39,9/30/21,39,0,0,Transitional Forest,Artificial,0,19.44444444,0
39,9/30/21,40,0,0,Transitional Forest,Artificial,0,19.44444444,0
40,10/7/21,1,2,1,Mature Forest,Natural,0,25,0.7366
40,10/7/21,2,2,1,Mature Forest,Natural,0,25,0.7366
40,10/7/21,3,0,0,Mature Forest,Natural,0,25,0.7366
40,10/7/21,4,0,0,Mature Forest,Natural,0,25,0.7366
40,10/7/21,5,0,0,Mature Forest,Natural,0,25,0.7366
40,10/7/21,6,1,1,Mature Forest,Natural,0,25,0.7366
40,10/7/21,7,1,1,Mature Forest,Natural,0,25,0.7366
40,10/7/21,8,0,0,Mature Forest,Natural,0,25,0.7366
40,10/7/21,9,0,0,Mature Forest,Natural,0,25,0.7366
40,10/7/21,10,2,1,Mature Forest,Natural,0,25,0.7366
40,10/7/21,11,1,1,Transitional Forest,Natural,0,25,0.7366
40,10/7/21,12,1,1,Transitional Forest,Natural,0,25,0.7366
40,10/7/21,13,0,0,Transitional Forest,Natural,0,25,0.7366
40,10/7/21,14,2,1,Transitional Forest,Natural,0,25,0.7366
40,10/7/21,15,1,1,Transitional Forest,Natural,0,25,0.7366
40,10/7/21,16,0,0,Transitional Forest,Natural,0,25,0.7366
40,10/7/21,17,1,1,Transitional Forest,Natural,0,25,0.7366
40,10/7/21,18,1,1,Transitional Forest,Natural,0,25,0.7366
40,10/7/21,19,1,1,Transitional Forest,Natural,0,25,0.7366
40,10/7/21,20,1,1,Transitional Forest,Natural,0,25,0.7366
40,10/7/21,21,0,0,Mature Forest,Artificial,0,25,0.7366
40,10/7/21,22,0,0,Mature Forest,Artificial,0,25,0.7366
40,10/7/21,23,0,0,Mature Forest,Artificial,0,25,0.7366
40,10/7/21,24,1,1,Mature Forest,Artificial,0,25,0.7366
40,10/7/21,25,1,1,Mature Forest,Artificial,0,25,0.7366
40,10/7/21,26,1,1,Mature Forest,Artificial,0,25,0.7366
40,10/7/21,27,0,0,Mature Forest,Artificial,0,25,0.7366
40,10/7/21,28,0,0,Mature Forest,Artificial,0,25,0.7366
40,10/7/21,29,1,1,Mature Forest,Artificial,0,25,0.7366
40,10/7/21,30,1,1,Mature Forest,Artificial,0,25,0.7366
40,10/7/21,31,0,0,Transitional Forest,Artificial,0,25,0.7366
40,10/7/21,32,0,0,Transitional Forest,Artificial,0,25,0.7366
40,10/7/21,33,1,1,Transitional Forest,Artificial,0,25,0.7366
40,10/7/21,34,2,1,Transitional Forest,Artificial,0,25,0.7366
40,10/7/21,35,1,1,Transitional Forest,Artificial,0,25,0.7366
40,10/7/21,36,0,0,Transitional Forest,Artificial,0,25,0.7366
40,10/7/21,37,0,0,Transitional Forest,Artificial,0,25,0.7366
40,10/7/21,38,1,1,Transitional Forest,Artificial,0,25,0.7366
40,10/7/21,39,1,1,Transitional Forest,Artificial,0,25,0.7366
40,10/7/21,40,0,0,Transitional Forest,Artificial,0,25,0.7366
41,10/14/21,1,1,1,Mature Forest,Natural,0,21.66666667,6.223
41,10/14/21,2,1,1,Mature Forest,Natural,0,21.66666667,6.223
41,10/14/21,3,0,0,Mature Forest,Natural,0,21.66666667,6.223
41,10/14/21,4,0,0,Mature Forest,Natural,0,21.66666667,6.223
41,10/14/21,5,0,0,Mature Forest,Natural,0,21.66666667,6.223
41,10/14/21,6,0,0,Mature Forest,Natural,0,21.66666667,6.223
41,10/14/21,7,1,1,Mature Forest,Natural,0,21.66666667,6.223
41,10/14/21,8,1,1,Mature Forest,Natural,0,21.66666667,6.223
41,10/14/21,9,1,1,Mature Forest,Natural,0,21.66666667,6.223
41,10/14/21,10,0,0,Mature Forest,Natural,0,21.66666667,6.223
41,10/14/21,11,1,1,Transitional Forest,Natural,0,21.66666667,6.223
41,10/14/21,12,1,1,Transitional Forest,Natural,0,21.66666667,6.223
41,10/14/21,13,1,1,Transitional Forest,Natural,0,21.66666667,6.223
41,10/14/21,14,1,1,Transitional Forest,Natural,0,21.66666667,6.223
41,10/14/21,15,1,1,Transitional Forest,Natural,0,21.66666667,6.223
41,10/14/21,16,0,0,Transitional Forest,Natural,0,21.66666667,6.223
41,10/14/21,17,0,0,Transitional Forest,Natural,0,21.66666667,6.223
41,10/14/21,18,0,0,Transitional Forest,Natural,0,21.66666667,6.223
41,10/14/21,19,0,0,Transitional Forest,Natural,0,21.66666667,6.223
41,10/14/21,20,2,1,Transitional Forest,Natural,0,21.66666667,6.223
41,10/14/21,21,0,0,Mature Forest,Artificial,0,21.66666667,6.223
41,10/14/21,22,0,0,Mature Forest,Artificial,0,21.66666667,6.223
41,10/14/21,23,0,0,Mature Forest,Artificial,0,21.66666667,6.223
41,10/14/21,24,0,0,Mature Forest,Artificial,0,21.66666667,6.223
41,10/14/21,25,0,0,Mature Forest,Artificial,0,21.66666667,6.223
41,10/14/21,26,0,0,Mature Forest,Artificial,0,21.66666667,6.223
41,10/14/21,27,0,0,Mature Forest,Artificial,0,21.66666667,6.223
41,10/14/21,28,0,0,Mature Forest,Artificial,0,21.66666667,6.223
41,10/14/21,29,3,2,Mature Forest,Artificial,0,21.66666667,6.223
41,10/14/21,30,0,0,Mature Forest,Artificial,0,21.66666667,6.223
41,10/14/21,31,2,1,Transitional Forest,Artificial,0,21.66666667,6.223
41,10/14/21,32,0,0,Transitional Forest,Artificial,0,21.66666667,6.223
41,10/14/21,33,0,0,Transitional Forest,Artificial,0,21.66666667,6.223
41,10/14/21,34,1,1,Transitional Forest,Artificial,0,21.66666667,6.223
41,10/14/21,35,0,0,Transitional Forest,Artificial,0,21.66666667,6.223
41,10/14/21,36,2,1,Transitional Forest,Artificial,0,21.66666667,6.223
41,10/14/21,37,0,0,Transitional Forest,Artificial,0,21.66666667,6.223
41,10/14/21,38,1,1,Transitional Forest,Artificial,0,21.66666667,6.223
41,10/14/21,39,0,0,Transitional Forest,Artificial,0,21.66666667,6.223
41,10/14/21,40,0,0,Transitional Forest,Artificial,0,21.66666667,6.223
42,10/21/21,1,0,0,Mature Forest,Natural,0,21.11111111,1.905
42,10/21/21,2,0,0,Mature Forest,Natural,0,21.11111111,1.905
42,10/21/21,3,0,0,Mature Forest,Natural,0,21.11111111,1.905
42,10/21/21,4,0,0,Mature Forest,Natural,0,21.11111111,1.905
42,10/21/21,5,1,1,Mature Forest,Natural,0,21.11111111,1.905
42,10/21/21,6,1,1,Mature Forest,Natural,0,21.11111111,1.905
42,10/21/21,7,0,0,Mature Forest,Natural,0,21.11111111,1.905
42,10/21/21,8,0,0,Mature Forest,Natural,0,21.11111111,1.905
42,10/21/21,9,1,1,Mature Forest,Natural,0,21.11111111,1.905
42,10/21/21,10,0,0,Mature Forest,Natural,0,21.11111111,1.905
42,10/21/21,11,0,0,Transitional Forest,Natural,0,21.11111111,1.905
42,10/21/21,12,0,0,Transitional Forest,Natural,0,21.11111111,1.905
42,10/21/21,13,0,0,Transitional Forest,Natural,0,21.11111111,1.905
42,10/21/21,14,0,0,Transitional Forest,Natural,0,21.11111111,1.905
42,10/21/21,15,1,1,Transitional Forest,Natural,0,21.11111111,1.905
42,10/21/21,16,0,0,Transitional Forest,Natural,0,21.11111111,1.905
42,10/21/21,17,0,0,Transitional Forest,Natural,0,21.11111111,1.905
42,10/21/21,18,0,0,Transitional Forest,Natural,0,21.11111111,1.905
42,10/21/21,19,0,0,Transitional Forest,Natural,0,21.11111111,1.905
42,10/21/21,20,1,1,Transitional Forest,Natural,0,21.11111111,1.905
42,10/21/21,21,0,0,Mature Forest,Artificial,0,21.11111111,1.905
